"date","subregion","Inzidenzstufe 0 (höchstens 10)","Inzidenzstufe 1 (von 10,1 bis 35)","Inzidenzstufe 2 (von 35,1 bis 50)","Inzidenzstufe 3 (über 50)"
"2021-08-06","Oberhausen","0","1","0","0"
"2021-08-06","Olpe","1","0","0","0"
"2021-08-06","Paderborn","0","1","0","0"
"2021-08-06","Recklinghausen","0","1","0","0"
"2021-08-06","Remscheid","0","1","0","0"
"2021-08-06","Rhein-Erft-Kreis","0","1","0","0"
"2021-08-06","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-06","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-06","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-06","Siegen-Wittgenstein","0","1","0","0"
"2021-08-06","Soest","0","1","0","0"
"2021-08-06","Solingen","0","0","1","0"
"2021-08-06","Steinfurt","0","1","0","0"
"2021-08-06","Unna","0","1","0","0"
"2021-08-06","Viersen","0","1","0","0"
"2021-08-06","Warendorf","1","0","0","0"
"2021-08-06","Wesel","0","1","0","0"
"2021-08-06","Wuppertal","0","1","0","0"
"2021-08-09","Städteregion Aachen","0","1","0","0"
"2021-08-09","Bielefeld","0","1","0","0"
"2021-08-09","Bochum","0","1","0","0"
"2021-08-09","Bonn","0","1","0","0"
"2021-08-09","Borken","0","1","0","0"
"2021-08-09","Bottrop","0","1","0","0"
"2021-08-09","Coesfeld","0","1","0","0"
"2021-08-09","Dortmund","0","1","0","0"
"2021-08-09","Duisburg","0","1","0","0"
"2021-08-09","Düren","0","1","0","0"
"2021-08-09","Düsseldorf","0","0","1","0"
"2021-08-09","Ennepe-Ruhr-Kreis","0","1","0","0"
"2021-08-09","Essen","0","1","0","0"
"2021-08-09","Euskirchen","1","0","0","0"
"2021-08-09","Gelsenkirchen","0","1","0","0"
"2021-08-09","Gütersloh","0","1","0","0"
"2021-08-09","Hagen","0","1","0","0"
"2021-08-09","Hamm","0","1","0","0"
"2021-08-09","Heinsberg","0","1","0","0"
"2021-08-09","Herford","0","1","0","0"
"2021-08-09","Herne","0","1","0","0"
"2021-08-09","Hochsauerlandkreis","0","1","0","0"
"2021-08-09","Höxter","0","1","0","0"
"2021-08-09","Kleve","0","1","0","0"
"2021-08-09","Köln","0","1","0","0"
"2021-08-09","Krefeld","0","1","0","0"
"2021-08-09","Leverkusen","0","1","0","0"
"2021-08-09","Lippe","0","1","0","0"
"2021-08-09","Märkischer Kreis","0","1","0","0"
"2021-08-09","Mettmann","0","1","0","0"
"2021-08-09","Minden-Lübbecke","0","1","0","0"
"2021-08-09","Mönchengladbach","0","1","0","0"
"2021-08-09","Mülheim an der Ruhr","0","1","0","0"
"2021-08-09","Münster","0","1","0","0"
"2021-08-09","Oberbergischer Kreis","0","1","0","0"
"2021-08-09","Oberhausen","0","1","0","0"
"2021-08-09","Olpe","1","0","0","0"
"2021-08-09","Paderborn","0","1","0","0"
"2021-08-09","Recklinghausen","0","1","0","0"
"2021-08-09","Remscheid","0","1","0","0"
"2021-08-09","Rhein-Erft-Kreis","0","1","0","0"
"2021-08-09","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-09","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-09","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-09","Siegen-Wittgenstein","0","1","0","0"
"2021-08-09","Soest","0","1","0","0"
"2021-08-09","Solingen","0","0","1","0"
"2021-08-09","Steinfurt","0","1","0","0"
"2021-08-09","Unna","0","1","0","0"
"2021-08-09","Viersen","0","1","0","0"
"2021-08-09","Warendorf","0","1","0","0"
"2021-08-09","Wesel","0","1","0","0"
"2021-08-09","Wuppertal","0","1","0","0"
"2021-08-10","Städteregion Aachen","0","1","0","0"
"2021-08-10","Bielefeld","0","1","0","0"
"2021-08-10","Bochum","0","1","0","0"
"2021-08-10","Bonn","0","1","0","0"
"2021-08-10","Borken","0","1","0","0"
"2021-08-10","Bottrop","0","1","0","0"
"2021-08-10","Coesfeld","0","1","0","0"
"2021-08-10","Dortmund","0","1","0","0"
"2021-08-10","Duisburg","0","1","0","0"
"2021-08-10","Düren","0","1","0","0"
"2021-08-10","Düsseldorf","0","0","1","0"
"2021-08-10","Ennepe-Ruhr-Kreis","0","1","0","0"
"2021-08-10","Essen","0","1","0","0"
"2021-08-10","Euskirchen","1","0","0","0"
"2021-08-10","Gelsenkirchen","0","1","0","0"
"2021-08-10","Gütersloh","0","1","0","0"
"2021-08-10","Hagen","0","1","0","0"
"2021-08-10","Hamm","0","1","0","0"
"2021-08-10","Heinsberg","0","1","0","0"
"2021-08-10","Herford","0","1","0","0"
"2021-08-10","Herne","0","1","0","0"
"2021-08-10","Hochsauerlandkreis","0","1","0","0"
"2021-08-10","Höxter","0","1","0","0"
"2021-08-10","Kleve","0","1","0","0"
"2021-08-10","Köln","0","1","0","0"
"2021-08-10","Krefeld","0","1","0","0"
"2021-08-10","Leverkusen","0","1","0","0"
"2021-08-10","Lippe","0","1","0","0"
"2021-08-10","Märkischer Kreis","0","1","0","0"
"2021-08-10","Mettmann","0","1","0","0"
"2021-08-10","Minden-Lübbecke","0","1","0","0"
"2021-08-10","Mönchengladbach","0","1","0","0"
"2021-08-10","Mülheim an der Ruhr","0","1","0","0"
"2021-08-10","Münster","0","1","0","0"
"2021-08-10","Oberbergischer Kreis","0","1","0","0"
"2021-08-10","Oberhausen","0","1","0","0"
"2021-08-10","Olpe","1","0","0","0"
"2021-08-10","Paderborn","0","1","0","0"
"2021-08-10","Recklinghausen","0","1","0","0"
"2021-08-10","Remscheid","0","1","0","0"
"2021-08-10","Rhein-Erft-Kreis","0","0","1","0"
"2021-08-10","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-10","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-10","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-10","Siegen-Wittgenstein","0","1","0","0"
"2021-08-10","Soest","0","1","0","0"
"2021-08-10","Solingen","0","0","1","0"
"2021-08-10","Steinfurt","0","1","0","0"
"2021-08-10","Unna","0","1","0","0"
"2021-08-10","Viersen","0","1","0","0"
"2021-08-10","Warendorf","0","1","0","0"
"2021-08-10","Wesel","0","1","0","0"
"2021-08-10","Wuppertal","0","1","0","0"
"2021-08-11","Städteregion Aachen","0","1","0","0"
"2021-08-11","Bielefeld","0","1","0","0"
"2021-08-11","Bochum","0","1","0","0"
"2021-08-11","Bonn","0","1","0","0"
"2021-08-11","Borken","0","1","0","0"
"2021-08-11","Bottrop","0","1","0","0"
"2021-08-11","Coesfeld","0","1","0","0"
"2021-08-11","Dortmund","0","1","0","0"
"2021-08-11","Duisburg","0","1","0","0"
"2021-08-11","Düren","0","1","0","0"
"2021-08-11","Düsseldorf","0","0","1","0"
"2021-08-11","Ennepe-Ruhr-Kreis","0","1","0","0"
"2021-08-11","Essen","0","1","0","0"
"2021-08-11","Euskirchen","1","0","0","0"
"2021-08-11","Gelsenkirchen","0","1","0","0"
"2021-08-11","Gütersloh","0","1","0","0"
"2021-08-11","Hagen","0","1","0","0"
"2021-08-11","Hamm","0","1","0","0"
"2021-08-11","Heinsberg","0","1","0","0"
"2021-08-11","Herford","0","1","0","0"
"2021-08-11","Herne","0","1","0","0"
"2021-08-11","Hochsauerlandkreis","0","1","0","0"
"2021-08-11","Höxter","0","1","0","0"
"2021-08-11","Kleve","0","1","0","0"
"2021-08-11","Köln","0","1","0","0"
"2021-08-11","Krefeld","0","1","0","0"
"2021-08-11","Leverkusen","0","1","0","0"
"2021-08-11","Lippe","0","1","0","0"
"2021-08-11","Märkischer Kreis","0","1","0","0"
"2021-08-11","Mettmann","0","1","0","0"
"2021-08-11","Minden-Lübbecke","0","1","0","0"
"2021-08-11","Mönchengladbach","0","1","0","0"
"2021-08-11","Mülheim an der Ruhr","0","1","0","0"
"2021-08-11","Münster","0","1","0","0"
"2021-08-11","Oberbergischer Kreis","0","1","0","0"
"2021-08-11","Oberhausen","0","1","0","0"
"2021-08-11","Olpe","1","0","0","0"
"2021-08-11","Paderborn","0","1","0","0"
"2021-08-11","Recklinghausen","0","1","0","0"
"2021-08-11","Remscheid","0","1","0","0"
"2021-08-11","Rhein-Erft-Kreis","0","0","1","0"
"2021-08-11","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-11","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-11","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-11","Siegen-Wittgenstein","0","1","0","0"
"2021-08-11","Soest","0","1","0","0"
"2021-08-11","Solingen","0","0","1","0"
"2021-08-11","Steinfurt","0","1","0","0"
"2021-08-11","Unna","0","1","0","0"
"2021-08-11","Viersen","0","1","0","0"
"2021-08-11","Warendorf","0","1","0","0"
"2021-08-11","Wesel","0","1","0","0"
"2021-08-11","Wuppertal","0","1","0","0"
"2021-08-12","Städteregion Aachen","0","1","0","0"
"2021-08-12","Bielefeld","0","1","0","0"
"2021-08-12","Bochum","0","1","0","0"
"2021-08-12","Bonn","0","1","0","0"
"2021-08-12","Borken","0","1","0","0"
"2021-08-12","Bottrop","0","1","0","0"
"2021-08-12","Coesfeld","1","0","0","0"
"2021-08-12","Dortmund","0","1","0","0"
"2021-08-12","Duisburg","0","1","0","0"
"2021-08-12","Düren","0","1","0","0"
"2021-08-12","Düsseldorf","0","0","1","0"
"2021-08-12","Ennepe-Ruhr-Kreis","0","1","0","0"
"2021-08-12","Essen","0","1","0","0"
"2021-08-12","Euskirchen","1","0","0","0"
"2021-08-12","Gelsenkirchen","0","1","0","0"
"2021-08-12","Gütersloh","0","1","0","0"
"2021-08-12","Hagen","0","1","0","0"
"2021-08-12","Hamm","0","1","0","0"
"2021-08-12","Heinsberg","0","1","0","0"
"2021-08-12","Herford","0","1","0","0"
"2021-08-12","Herne","0","1","0","0"
"2021-08-12","Hochsauerlandkreis","0","1","0","0"
"2021-08-12","Höxter","0","1","0","0"
"2021-08-12","Kleve","0","1","0","0"
"2021-08-12","Köln","0","0","1","0"
"2021-08-12","Krefeld","0","1","0","0"
"2021-08-12","Leverkusen","0","1","0","0"
"2021-08-12","Lippe","0","1","0","0"
"2021-08-12","Märkischer Kreis","0","1","0","0"
"2021-08-12","Mettmann","0","1","0","0"
"2021-08-12","Minden-Lübbecke","0","1","0","0"
"2021-08-12","Mönchengladbach","0","1","0","0"
"2021-08-12","Mülheim an der Ruhr","0","1","0","0"
"2021-08-12","Münster","0","1","0","0"
"2021-08-12","Oberbergischer Kreis","0","0","1","0"
"2021-08-12","Oberhausen","0","1","0","0"
"2021-08-12","Olpe","1","0","0","0"
"2021-08-12","Paderborn","0","1","0","0"
"2021-08-12","Recklinghausen","0","1","0","0"
"2021-08-12","Remscheid","0","1","0","0"
"2021-08-12","Rhein-Erft-Kreis","0","0","1","0"
"2021-08-12","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-12","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-12","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-12","Siegen-Wittgenstein","0","1","0","0"
"2021-08-12","Soest","0","1","0","0"
"2021-08-12","Solingen","0","0","1","0"
"2021-08-12","Steinfurt","0","1","0","0"
"2021-08-12","Unna","0","1","0","0"
"2021-08-12","Viersen","0","1","0","0"
"2021-08-12","Warendorf","0","1","0","0"
"2021-08-12","Wesel","0","1","0","0"
"2021-08-12","Wuppertal","0","1","0","0"
"2021-08-13","Städteregion Aachen","0","1","0","0"
"2021-08-13","Bielefeld","0","1","0","0"
"2021-08-13","Bochum","0","1","0","0"
"2021-08-13","Bonn","0","0","1","0"
"2021-08-13","Borken","0","1","0","0"
"2021-08-13","Bottrop","0","1","0","0"
"2021-08-13","Coesfeld","1","0","0","0"
"2021-08-13","Dortmund","0","1","0","0"
"2021-08-13","Duisburg","0","1","0","0"
"2021-08-13","Düren","0","1","0","0"
"2021-08-13","Düsseldorf","0","0","1","0"
"2021-08-13","Ennepe-Ruhr-Kreis","0","1","0","0"
"2021-08-13","Essen","0","1","0","0"
"2021-08-13","Euskirchen","1","0","0","0"
"2021-08-13","Gelsenkirchen","0","1","0","0"
"2021-08-13","Gütersloh","0","0","1","0"
"2021-08-13","Hagen","0","1","0","0"
"2021-08-13","Hamm","0","1","0","0"
"2021-08-13","Heinsberg","0","1","0","0"
"2021-08-13","Herford","0","1","0","0"
"2021-08-13","Herne","0","1","0","0"
"2021-08-13","Hochsauerlandkreis","0","1","0","0"
"2021-08-13","Höxter","0","1","0","0"
"2021-08-13","Kleve","0","1","0","0"
"2021-08-13","Köln","0","0","1","0"
"2021-08-13","Krefeld","0","0","1","0"
"2021-08-13","Leverkusen","0","1","0","0"
"2021-08-13","Lippe","0","1","0","0"
"2021-08-13","Märkischer Kreis","0","1","0","0"
"2021-08-13","Mettmann","0","1","0","0"
"2021-08-13","Minden-Lübbecke","0","1","0","0"
"2021-08-13","Mönchengladbach","0","1","0","0"
"2021-08-13","Mülheim an der Ruhr","0","1","0","0"
"2021-08-13","Münster","0","1","0","0"
"2021-08-13","Oberbergischer Kreis","0","0","1","0"
"2021-08-13","Oberhausen","0","1","0","0"
"2021-08-13","Olpe","0","1","0","0"
"2021-08-13","Paderborn","0","1","0","0"
"2021-08-13","Recklinghausen","0","1","0","0"
"2021-08-13","Remscheid","0","1","0","0"
"2021-08-13","Rhein-Erft-Kreis","0","0","1","0"
"2021-08-13","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-13","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-13","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-13","Siegen-Wittgenstein","0","1","0","0"
"2021-08-13","Soest","0","1","0","0"
"2021-08-13","Solingen","0","0","1","0"
"2021-08-13","Steinfurt","0","1","0","0"
"2021-08-13","Unna","0","1","0","0"
"2021-08-13","Viersen","0","1","0","0"
"2021-08-13","Warendorf","0","1","0","0"
"2021-08-13","Wesel","0","1","0","0"
"2021-08-13","Wuppertal","0","1","0","0"
"2021-08-16","Städteregion Aachen","0","1","0","0"
"2021-08-16","Bielefeld","0","1","0","0"
"2021-08-16","Bochum","0","0","1","0"
"2021-08-16","Bonn","0","0","1","0"
"2021-08-16","Borken","0","1","0","0"
"2021-08-16","Bottrop","0","1","0","0"
"2021-08-16","Coesfeld","1","0","0","0"
"2021-08-16","Dortmund","0","1","0","0"
"2021-08-16","Duisburg","0","0","1","0"
"2021-08-16","Düren","0","1","0","0"
"2021-08-16","Düsseldorf","0","0","1","0"
"2021-08-16","Ennepe-Ruhr-Kreis","0","1","0","0"
"2021-08-16","Essen","0","1","0","0"
"2021-08-16","Euskirchen","0","1","0","0"
"2021-08-16","Gelsenkirchen","0","0","1","0"
"2021-08-16","Gütersloh","0","0","1","0"
"2021-08-16","Hagen","0","0","1","0"
"2021-08-16","Hamm","0","1","0","0"
"2021-08-16","Heinsberg","0","1","0","0"
"2021-08-16","Herford","0","0","1","0"
"2021-08-16","Herne","0","0","1","0"
"2021-08-16","Hochsauerlandkreis","0","1","0","0"
"2021-08-16","Höxter","0","1","0","0"
"2021-08-16","Kleve","0","1","0","0"
"2021-08-16","Köln","0","0","1","0"
"2021-08-16","Krefeld","0","0","1","0"
"2021-08-16","Leverkusen","0","0","1","0"
"2021-08-16","Lippe","0","1","0","0"
"2021-08-16","Märkischer Kreis","0","1","0","0"
"2021-08-16","Mettmann","0","0","1","0"
"2021-08-16","Minden-Lübbecke","0","1","0","0"
"2021-08-16","Mönchengladbach","0","0","1","0"
"2021-08-16","Mülheim an der Ruhr","0","1","0","0"
"2021-08-16","Münster","0","1","0","0"
"2021-08-16","Oberbergischer Kreis","0","0","1","0"
"2021-08-16","Oberhausen","0","1","0","0"
"2021-08-16","Olpe","0","1","0","0"
"2021-08-16","Paderborn","0","1","0","0"
"2021-08-16","Recklinghausen","0","1","0","0"
"2021-08-16","Remscheid","0","1","0","0"
"2021-08-16","Rhein-Erft-Kreis","0","0","1","0"
"2021-08-16","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-16","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-16","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-16","Siegen-Wittgenstein","0","1","0","0"
"2021-08-16","Soest","0","1","0","0"
"2021-08-16","Solingen","0","0","1","0"
"2021-08-16","Steinfurt","0","1","0","0"
"2021-08-16","Unna","0","1","0","0"
"2021-08-16","Viersen","0","1","0","0"
"2021-08-16","Warendorf","0","1","0","0"
"2021-08-16","Wesel","0","1","0","0"
"2021-08-16","Wuppertal","0","0","1","0"
"2021-08-17","Städteregion Aachen","0","1","0","0"
"2021-08-17","Bielefeld","0","1","0","0"
"2021-08-17","Bochum","0","0","1","0"
"2021-08-17","Bonn","0","0","1","0"
"2021-08-17","Borken","0","1","0","0"
"2021-08-17","Bottrop","0","1","0","0"
"2021-08-17","Coesfeld","1","0","0","0"
"2021-08-17","Dortmund","0","1","0","0"
"2021-08-17","Duisburg","0","0","1","0"
"2021-08-17","Düren","0","1","0","0"
"2021-08-17","Düsseldorf","0","0","1","0"
"2021-08-17","Ennepe-Ruhr-Kreis","0","1","0","0"
"2021-08-17","Essen","0","1","0","0"
"2021-08-17","Euskirchen","0","1","0","0"
"2021-08-17","Gelsenkirchen","0","0","1","0"
"2021-08-17","Gütersloh","0","0","1","0"
"2021-08-17","Hagen","0","0","1","0"
"2021-08-17","Hamm","0","1","0","0"
"2021-08-17","Heinsberg","0","1","0","0"
"2021-08-17","Herford","0","0","1","0"
"2021-08-17","Herne","0","0","1","0"
"2021-08-17","Hochsauerlandkreis","0","1","0","0"
"2021-08-17","Höxter","0","1","0","0"
"2021-08-17","Kleve","0","1","0","0"
"2021-08-17","Köln","0","0","1","0"
"2021-08-17","Krefeld","0","0","1","0"
"2021-08-17","Leverkusen","0","0","1","0"
"2021-08-17","Lippe","0","1","0","0"
"2021-08-17","Märkischer Kreis","0","1","0","0"
"2021-08-17","Mettmann","0","0","1","0"
"2021-08-17","Minden-Lübbecke","0","0","1","0"
"2021-08-17","Mönchengladbach","0","0","1","0"
"2021-08-17","Mülheim an der Ruhr","0","1","0","0"
"2021-08-17","Münster","0","1","0","0"
"2021-08-17","Oberbergischer Kreis","0","0","1","0"
"2021-08-17","Oberhausen","0","1","0","0"
"2021-08-17","Olpe","0","1","0","0"
"2021-08-17","Paderborn","0","1","0","0"
"2021-08-17","Recklinghausen","0","1","0","0"
"2021-08-17","Remscheid","0","1","0","0"
"2021-08-17","Rhein-Erft-Kreis","0","0","1","0"
"2021-08-17","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-17","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-17","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-17","Siegen-Wittgenstein","0","1","0","0"
"2021-08-17","Soest","0","1","0","0"
"2021-08-17","Solingen","0","0","1","0"
"2021-08-17","Steinfurt","0","1","0","0"
"2021-08-17","Unna","0","1","0","0"
"2021-08-17","Viersen","0","1","0","0"
"2021-08-17","Warendorf","0","1","0","0"
"2021-08-17","Wesel","0","1","0","0"
"2021-08-17","Wuppertal","0","0","1","0"
"2021-08-18","Städteregion Aachen","0","1","0","0"
"2021-08-18","Bielefeld","0","1","0","0"
"2021-08-18","Bochum","0","0","1","0"
"2021-08-18","Bonn","0","0","1","0"
"2021-08-18","Borken","0","1","0","0"
"2021-08-18","Bottrop","0","1","0","0"
"2021-08-18","Coesfeld","1","0","0","0"
"2021-08-18","Dortmund","0","1","0","0"
"2021-08-18","Duisburg","0","0","1","0"
"2021-08-18","Düren","0","1","0","0"
"2021-08-18","Düsseldorf","0","0","1","0"
"2021-08-18","Ennepe-Ruhr-Kreis","0","1","0","0"
"2021-08-18","Essen","0","1","0","0"
"2021-08-18","Euskirchen","0","1","0","0"
"2021-08-18","Gelsenkirchen","0","0","1","0"
"2021-08-18","Gütersloh","0","0","1","0"
"2021-08-18","Hagen","0","0","1","0"
"2021-08-18","Hamm","0","1","0","0"
"2021-08-18","Heinsberg","0","1","0","0"
"2021-08-18","Herford","0","0","1","0"
"2021-08-18","Herne","0","0","1","0"
"2021-08-18","Hochsauerlandkreis","0","1","0","0"
"2021-08-18","Höxter","0","1","0","0"
"2021-08-18","Kleve","0","1","0","0"
"2021-08-18","Köln","0","0","1","0"
"2021-08-18","Krefeld","0","0","1","0"
"2021-08-18","Leverkusen","0","0","1","0"
"2021-08-18","Lippe","0","1","0","0"
"2021-08-18","Märkischer Kreis","0","1","0","0"
"2021-08-18","Mettmann","0","0","1","0"
"2021-08-18","Minden-Lübbecke","0","0","1","0"
"2021-08-18","Mönchengladbach","0","0","1","0"
"2021-08-18","Mülheim an der Ruhr","0","1","0","0"
"2021-08-18","Münster","0","1","0","0"
"2021-08-18","Oberbergischer Kreis","0","0","1","0"
"2021-08-18","Oberhausen","0","1","0","0"
"2021-08-18","Olpe","0","1","0","0"
"2021-08-18","Paderborn","0","1","0","0"
"2021-08-18","Recklinghausen","0","1","0","0"
"2021-08-18","Remscheid","0","1","0","0"
"2021-08-18","Rhein-Erft-Kreis","0","0","1","0"
"2021-08-18","Rheinisch-Bergischer Kreis","0","1","0","0"
"2021-08-18","Rhein-Kreis Neuss","0","1","0","0"
"2021-08-18","Rhein-Sieg-Kreis","0","1","0","0"
"2021-08-18","Siegen-Wittgenstein","0","1","0","0"
"2021-08-18","Soest","0","1","0","0"
"2021-08-18","Solingen","0","0","1","0"
"2021-08-18","Steinfurt","0","1","0","0"
"2021-08-18","Unna","0","1","0","0"
"2021-08-18","Viersen","0","1","0","0"
"2021-08-18","Warendorf","0","1","0","0"
"2021-08-18","Wesel","0","1","0","0"
"2021-08-18","Wuppertal","0","0","1","0"
